Gene names,ratio,P
ERCC4,0.511300848,0.084601939
AIP,1.058104239,0.039267265
ADGRL3;LPHN3,0.768807202,0.001301007
PRKRIR,0.848714597,0.002250844
SEPN1,0.94978299,0.514152722
RBM47,1.113460778,0.305840928
UBA6,1.022300401,0.604186326
MED19,0.998790166,0.788989131
UHRF1BP1L,0.904612695,0.00218437
KIAA1598,0.959499247,0.129724094
ARHGAP10,1.035443289,0.603905876
ILVBL,1.013237857,0.846029424
SH3PXD2B,1.161540599,0.030808077
ZC3H12D,1.082943305,0.07514317
RALGAPB,0.990510084,0.434339185
PRNP,0.889647772,0.022897451
MDC1,0.954044909,0.879080894
PSMB9,1.199492409,0.007968267
TRIM26,1.243870183,0.005281795
TCEAL4;TCEAL2,1.013838354,0.799721443
NBAS,0.917993923,0.027220146
KIAA1467,1.060151947,0.688234611
VWA8,0.957122451,0.006608724
SBNO1,0.939477258,0.058948369
GTPBP10,0.936495995,0.02596478
VPS37C,0.967907957,0.312911447
TRAPPC13,1.031494494,0.575772283
CNOT1,0.963415212,0.016985224
BST1,0.994939301,0.840338068
PINLYP,1.239258564,0.058140016
CCDC88B,0.946068571,0.03005299
PGP,1.024051791,0.235038261
C5orf51,0.915208174,0.282330358
HCFC1,1.00042129,0.738952062
TSPAN14,1.014549036,0.765635193
NUDT5,1.129390458,0.017890877
WBP2,1.042051144,0.629566165
YIF1A,0.888867208,0.235242316
ZMYM3,0.915104701,0.292041274
FBLL1,0.971201672,0.655100588
SMCHD1,1.041353745,0.486956667
UNC119B,1.028110038,0.797756037
DOCK11,0.974948351,0.068745992
IRG1,1.660467983,0.002384111
RGPD3;RGPD1;RGPD2,1.017672455,0.826294405
CNIH4,1.05855622,0.338245406
DIAPH2,0.966934042,0.037675444
PHKA1,1.056975415,0.082202626
ENSA,0.994238499,0.589997116
COL6A6,0.949894996,0.997122552
IGFBP3,0.851128201,0.033511341
ZSWIM8,0.992052878,0.445506769
POM121C;POM121,0.944381341,0.258580828
PLEKHA2,1.05396452,0.447121334
EPB41L3,1.082467321,0.183354488
FMR1,1.153546393,0.012706543
HMSD,0.889270859,0.016396695
DSCR3,0.962360791,0.611707025
TMEM147,1.012743711,0.940789116
SUMO3,1.156928296,0.094512275
TSSC1,0.957687506,0.351561429
SNRPG;SNRPGP15,1.154073229,0.06266947
SNX24,0.973938029,0.647244741
RABL2A;RABL2B,0.986807636,0.776346069
REEP6,0.994465821,0.798554116
PTTG1IP,0.983378416,0.800795936
NUDT19,0.953728362,0.245630431
NAA20,0.910473262,0.203518103
MIF4GD,1.123239414,0.427426428
SRRM1,0.979372703,0.42008485
MYO1G,1.01021693,0.930168574
EIF3L,0.988164508,0.186064786
MIEF1,1.005043972,0.987437531
EWSR1,1.03063899,0.500209604
TFEB,1.01933283,0.869807025
SLC25A17,0.826960407,0.474961313
EIF4ENIF1,0.984880952,0.610122213
APOC3,1.109942791,0.134963941
TSPO,0.85977925,0.036770908
PSMD10,0.873413918,0.409632686
CAPZB,1.100985233,0.137375091
CAPZB,1.095609437,0.0044117
MRPL43,1.058837232,0.295561437
CDC37L1,1.064200308,0.458335402
AP4B1,1.062079528,0.537564868
UBE2J2,0.956972188,0.582407943
6-Sep,1.068759507,0.45331216
CD58,0.996989867,0.50657608
NMNAT1,0.994397969,0.61609175
GUK1,1.088648404,0.172122424
CD55,0.94550982,0.473319492
SOAT1,1.279232492,0.001841935
EYA3,0.956505206,0.781209973
USF1;USF2,1.11444874,0.338526779
RPS6KA3,0.899971682,0.000499476
HNRNPC,1.054587112,0.465936468
C17orf105,0.567774746,0.21493534
JMJD6,1.106201054,0.031246186
DENND1B,0.969526938,0.660289964
EIF3H,0.998920591,0.566659549
PTGES3L-AARSD1;AARSD1,0.973537184,0.59119266
MORF4L1,0.990986772,0.595355945
DBNL,1.113505442,0.37663746
CNN2,1.092531071,0.112852605
MGMT,1.0442144,0.617044957
PYROXD1,0.969119832,0.507811968
SERGEF,0.91254655,0.205536457
SEC11L3;SEC11C,0.909430537,0.964416409
CASS4,0.907767971,0.342769741
SNX11,0.999327639,0.878404312
VWA9,1.100201663,0.435784175
CS,0.947088409,0.122522265
PWP1,0.994299218,0.20029952
TBC1D7,1.029079221,0.633279937
CHURC1-FNTB;FNTB,1.004913519,0.929633534
,0.980600421,0.472305598
NQO1,1.042015547,0.234924076
PRPSAP1,0.990809693,0.805594475
SEC61A1;SEC61A2,0.998843259,0.85614622
STK24,1.071070678,0.05654762
IXL;MED29,0.967299871,0.707264311
CCDC28A,1.031544689,0.607315106
FXR1,1.018396211,0.827308632
COG8,0.976437395,0.743533292
PEX5,1.182117441,0.162496165
STK26,1.046756522,0.543996244
DERL1,1.007332958,0.9683152
GORASP1,1.082258964,0.045574321
RIOK3,1.04167816,0.713682823
ATP2C1,1.123878361,0.064976353
CECR1,0.924005498,0.825035557
CHCHD10,1.05783786,0.32196257
EML4,0.983903194,0.261589958
PQLC3,0.954930718,0.335175962
MPV17,0.940601218,0.110279151
CFAP36,1.074003143,0.502157503
PES1,1.0179153,0.550094025
SLC30A6,1.000767758,0.761397326
BRD8,1.119361499,0.000721239
RAN,1.062455463,0.48186439
MAPK12,1.05291052,0.291340275
POU2F2;POU2F3,0.980635337,0.297919304
EML3,1.001408892,0.732190438
HNRNPLL,1.042783016,0.043679039
PPIP5K1,0.955554526,0.221550007
TPCN1,1.069038898,0.435526931
SMAD2;SMAD3;SMAD9,0.967084178,0.483661805
ZNF346,1.035533388,0.711258136
DDX27,1.018211117,0.793688305
NPRL3,0.743737485,0.016318103
TMEM106A,1.115552753,0.097646974
RANBP3,1.085313604,0.541306614
ARHGAP25,1.081858488,0.194223414
PPHLN1,0.988657822,0.163325414
PMS1,1.20229557,0.120747113
CD37,0.960768515,0.802436608
GPR89B;GPR89A,0.991018276,0.551818081
GALK2,1.012049539,0.927721025
CAB39L,1.040532639,0.356998414
SH3GLB2,0.945337014,0.038056628
ITIH4,1.120333648,0.504038573
SCARB1,0.847205939,0.010458838
FNBP1,1.033299442,0.487624872
CPEB4,0.964265658,0.530740241
SRGAP2,1.191001871,0.013363635
MTHFD1L,0.978155888,0.413084518
PIGQ,0.888984985,0.652287872
EIF4E2,0.936885108,0.466195504
GLS,1.124192173,0.012816706
TAX1BP1,0.942259039,0.823893441
WDSUB1,0.656559577,0.056020409
MPP6,0.961120413,0.594862188
CCDC150,1.163853808,0.249569664
SUMO1,0.985960171,0.774968312
PTMA,1.115359231,0.628863032
USP39,0.923797484,0.249332137
SMARCD2,0.964808514,0.05470852
MED16,0.895317629,0.113926309
POLR1A,0.871175882,0.037506006
RBM12B,1.028999001,0.330346727
WASH3P;WASH2P;WASH1,0.923402589,0.006109237
UBE2F;UBE2F-SCLY,1.31954165,0.031650564
ZC3HC1,0.869636416,0.585313273
CCDC126,0.976493622,0.676485462
SRI,1.105676262,0.036281486
NCOR2,1.083883207,0.46232031
ADIPOR1;ADIPOR2,1.118429206,0.09322968
KLHL22,1.047741703,0.3384651
RNF181,0.924782767,0.147287642
UBE2E1;UBE2E2;UBE2E3,0.983344458,0.358694209
ATPAF2,0.907323746,0.143659805
POLR2B,1.003993932,0.831244482
CMSS1,0.908748686,0.041011757
STARD3NL,0.853101402,0.535604243
HERPUD2,1.05999559,0.310560727
CXCL8,1.070006373,0.445132702
KIAA0319L,0.948948856,0.150282989
PDCD10,1.120016422,0.315209238
TANGO2,0.905310998,0.416519291
GRAMD1C,0.970903042,0.310086424
PLSCR1,1.924960699,0.001288689
HDAC10,0.868752071,0.02314382
WNT5B;WNT5A,0.89025619,0.434991123
SSR3,1.074429322,0.680763788
TBC1D15,1.029651227,0.61536716
HUS1,1.052095724,0.132325038
HIGD1A;HIGD1C,1.011106103,0.942463
MTX2,1.050245506,0.701695076
DHRSX,1.206879649,0.011584282
PSPH,1.108800909,0.154575636
MRPS33,1.272565049,0.031984443
DRAP1,0.8344004,0.351396832
FOSL2,0.85116754,0.513896754
AAMP,1.068561111,0.110506816
RPS4Y1,0.985022316,0.129159853
PCYT1A,0.990964764,0.214903514
GPS1,0.959495572,0.014024029
APEH,1.020286839,0.530787357
MRPS34,0.979252136,0.33623581
VPS8,1.020418108,0.857585134
TSSC4,0.996030607,0.7097794
KIF15,0.526334568,0.370798569
OXNAD1,0.975278876,0.63495083
POLR2H,0.912648018,0.047447896
FAM195B,0.932970453,0.285280827
TBC1D25,1.093814889,0.589669019
SMC6,1.001238191,0.676316524
NABP2;NABP1,0.938655926,0.016047833
COL6A3,1.212608489,0.456781959
RPL24,1.215795422,0.261423348
SEC22A,1.078415869,0.400894041
CRTAP,1.018309047,0.788982542
GNB1L,0.949887593,0.32947317
CCDC58,1.030943632,0.65302804
SATB2,0.896693518,0.132246038
DNAJB2,0.962743935,0.684630765
LIMD1,0.995002234,0.814974563
KLHDC10,0.898508577,0.412359267
CHCHD3,1.06385203,0.643216928
FCGR1A,0.887127525,0.08266787
FUBP1,0.96903929,0.483634288
AZI2,1.274185055,0.000675393
AKAP2,1.133285018,0.023534233
NHEJ1,0.931155691,0.053599747
PSMC2,0.98104361,0.100153109
POP7,1.039807272,0.352523954
SYPL1,0.914410085,0.064480419
RPL22L1,1.274547093,0.086392525
TMEM106B,0.888649006,0.514321048
RFC4,0.997248165,0.623242361
CTNND1,0.942669499,0.039801303
UBE2H,1.052617381,0.269066984
RAPH1,0.893182927,0.15733551
IMPDH1,0.883339603,0.774932338
KCNN4,0.932761906,0.019753521
RPRC1;MAP7D1,0.964352681,0.114945207
PTPN2,0.961566633,0.277843302
PPP3R1,1.005390791,0.846616805
CAMK2D,1.035290466,0.207544903
RELB,1.043971396,0.582145463
ZNF131,0.953612609,0.162576967
IRF2,1.111337733,0.050721914
SLC9B2;BDH2,1.007682869,0.981085545
HNRNPAB,1.070497493,0.080075805
COX7C,0.964948178,0.463889108
RNF4,0.947339135,0.736764957
TACC2,0.981906395,0.240642496
CDK7,1.019259338,0.835211264
RCHY1,0.984891292,0.661542344
FBXO4,0.924557767,0.031857431
DOK3,1.057932472,0.083472463
MRPL27,1.516508886,0.043918668
FASTKD3,0.995001147,0.597311282
ZBTB49,1.272244168,0.097500188
AMACR,0.94788955,0.65179718
HNRNPD,0.922641577,0.879565728
ELMOD2,0.987067674,0.776847047
EIF4E,1.035576561,0.31472115
MINA,0.928030795,0.411955051
GSTCD,0.921774295,0.300233651
HSD17B11,0.988208381,0.50985614
POC5,1.082151704,0.092077895
EMB,0.941980106,0.679079065
RNASET2,0.928017503,0.049127184
11-Sep,1.017214018,0.757965825
SEC31A,1.037134873,0.271391265
STX18,1.07742822,0.344497407
RBPJ,1.02507342,0.589789852
DCK,1.025238728,0.721701385
CYB5B,0.901240774,0.122176892
TNIP2,1.091191939,0.323695119
COX7A2,0.971452229,0.504329403
UFSP2,1.017986469,0.875325826
GRK6,0.988491719,0.665547688
RAP1GDS1,0.943699306,0.111196459
TAF9,0.910125635,0.435504409
SLAIN2,1.033488619,0.499537346
HLA-B,1.599233078,0.021917623
OPA1,0.997543742,0.501955196
CHCHD7,1.036209927,0.674755068
TPD52,1.050894254,0.512826399
TATDN1,1.010244729,0.961271435
FBXW11;BTRC,0.872222071,0.221448535
ST3GAL1,0.940272317,0.144949057
UTP23,0.867896999,0.263665567
STMN2;STMN4,0.881736353,0.104174877
TCEB1,0.943069262,0.739016668
ARMC1,0.947961579,0.275521125
HAVCR2,1.03524933,0.631889204
TMEM68,0.932805066,0.066774933
DNPEP,1.032973367,0.51375901
MED7,0.955880144,0.173417145
PSD3,1.113457118,0.563506521
TTI2,0.994595029,0.976976801
POLB,0.860875658,0.152647328
PSD3,0.923911959,0.194660929
AP3M2,1.021811388,0.838527074
TBCA,1.133371663,0.008281772
CETN3,0.780318954,0.11967779
GEM,0.934780341,0.211296712
SKP1,0.977817416,0.278222737
ANXA6,0.813791498,0.036071393
PIGG,0.971618633,0.645137849
COPS6,1.026655968,0.464834849
PTPN18,0.865344968,0.411814222
ITGA2,1.143158044,0.266291355
FLOT2,0.969338791,0.244972398
PPP1R2;PPP1R2P3,1.072086968,0.033429064
NPC2,0.936437832,0.007008318
ZNF143;ZNF76,0.952720615,0.261612559
MED22,1.108245966,0.580465245
C12orf43,0.992300578,0.764073704
IMP4,1.006654246,0.993321301
ADD1,1.062281013,0.57192253
IBTK,1.098629281,0.52097007
TRIO,1.04298838,0.296011872
7-Sep,1.035913642,0.440920088
PRRC2C,1.028384014,0.144068075
NDUFV2,1.100921838,0.286414094
NAA50,0.985646283,0.128722734
TANK,1.046653612,0.250284184
DYNC1I2,1.171023417,0.05944122
ARHGAP4,0.976151812,0.14779454
EZR,1.087149611,0.087790737
YIPF3,0.988811818,0.574393425
HMGB3,1.026419362,0.531761126
SSB,0.93743124,0.239973866
EIF2B4,0.950773616,0.001132264
ZC3H18,0.97325588,0.498985232
PSEN1,0.948193176,0.42623978
PTK2,0.768243181,0.016703403
MAEA,0.953244418,0.334500403
SDC2,1.196235962,0.092379923
MRPL22,1.168734253,0.240651841
USP19,1.054061335,0.077482371
WDR87,1.09870887,0.241078776
MTA1,0.949986076,0.17920749
PLAU,1.161361916,0.180155928
DAGLB,0.887790363,0.002048648
GBP5,1.011874065,0.954037512
PCCB,0.997715772,0.625519408
RBMS1;RBMS2,0.973497686,0.612252404
MRPL3,0.964039292,0.256911134
TCOF1,0.948438924,0.151691013
BZW2,0.935866626,0.004727199
CD36,1.093878719,0.189770646
G6PD,1.002795034,0.942795324
DUS2,1.003169648,0.902442962
EIF4G1,0.96887304,0.313002153
SLC8A1,0.805908124,0.051523506
MAP4,0.920814606,0.290487645
CYFIP2,1.036378743,0.590730212
SDAD1,0.729261098,0.437904243
EXOC6,0.97306135,0.527382178
ZMIZ2,1.011734014,0.940121414
NDUFB5,1.067261024,0.529455213
EIF4B,0.987943553,0.781797275
DDX55,1.00679008,0.940186287
DCTN1;DKFZp686E0752,1.030285966,0.038558917
TRIM36,1.196053808,0.208293834
LIMK1,1.007167793,0.962481088
MARK2,0.977222281,0.38825679
TNC,0.867921964,0.312947701
BDH1,0.990892397,0.518372422
GOSR1,1.031157778,0.737465314
MYO1B,0.896849709,0.210378861
ATP11A,0.943135184,0.461327185
NRP1,0.937815299,0.049976435
PDPK1;PDPK2P,0.944691396,0.328101376
CUL9,0.927464542,0.138482687
SUMF1,0.948257084,0.174755565
NUP155,0.955340327,0.075289101
HADH,1.071360448,0.028996747
DENND3,0.939422907,0.226725832
NOP14,0.959345758,0.518481832
RABGEF1,1.009827402,0.954444505
PCBP3,1.081775795,0.227855307
PPP2R5D,0.936935131,0.063069344
FCHSD2,0.959015302,0.663238203
APP,0.86559774,0.151886995
RASA1,0.871053281,0.004334674
PTPRK,0.852826499,0.044381425
SLC25A44,0.960315916,0.397263082
TSN,0.977734395,0.304309213
RPS6KA1,0.955981191,0.128519821
COPS8,1.018158075,0.847964865
FAM98A,1.06351199,0.474741517
ZNF451,0.935165279,0.391240856
NCAPH,0.936944325,0.102588074
MCCC1,0.973564636,0.663577308
CYP20A1,1.104959761,0.32284184
POLR3C,0.934016684,0.078253534
SUN1,0.938899059,0.479757939
SSFA2,1.004028978,0.956686878
MERTK,1.143125102,0.196960183
EPB41L2,0.977280917,0.747999229
MROH1,1.015060344,0.787582999
CTSB,1.003292133,0.944269019
NFYC,0.980837846,0.437569364
NEU1,0.903909446,0.557667691
GPSM3,1.061431147,0.294307085
TPT1,0.909982591,0.030137445
SLC25A22,0.973377579,0.33060718
FBXO3,1.035538831,0.611408577
EEF1D,1.010340278,0.948804449
HSPA8,0.867712563,0.005225545
SCYL1,1.007285095,0.943937198
EI24,0.833239773,0.001696192
PARP10,1.4079096,0.007207372
PPP6R3,0.967836401,0.671037029
PRMT1,0.873894651,0.013500916
UBTF,0.938089125,0.015294904
GANAB,0.954597771,0.485505282
TTC9C,1.013729307,0.969973507
CLP1,0.993899385,0.690857582
NEDD8-MDP1;NEDD8,1.190711827,0.016424582
EEF1D,1.048505186,0.765280835
EIF1AD,0.95570089,0.629193019
NPEPPS,0.986919562,0.502819889
PRDM10,0.96185068,0.766453003
DCUN1D5,1.108200374,0.069449626
TYK2,0.999658634,0.900748732
C11orf58;SMAP,1.105673347,0.145651293
CLNS1A,1.063607511,0.241340839
PEX16,0.949111872,0.263652854
LMO7,1.00872896,0.979222265
HSF1,1.021222929,0.615961454
CD151,0.940516522,0.01905453
HSPA8,0.564250472,0.003101348
PRCP,0.974026807,0.63451177
STIM1,0.937046069,0.244407888
AAMDC,1.000120835,0.807937823
RIN1,0.910933954,0.505566086
ZFPL1,1.003158173,0.921581691
RNF170,1.003739931,0.976940544
TATDN3,0.930514824,0.483671076
NDUFS8,1.114946766,0.055825705
UVRAG,1.034665084,0.694050129
PEX26,1.034796874,0.723328712
SETDB1,0.89543914,0.026298301
C11orf98,0.984010465,0.567526508
WEE1,1.000496988,0.933751496
FADS3,0.930045392,0.668920144
SLC43A3,1.105508424,0.445543987
CHMP4A,0.992517942,0.407495943
TRRAP,0.93020101,0.039930639
TRMT2A,0.949807748,0.144846406
DHX35,0.979786344,0.755807689
DCAF6,0.981250053,0.533224916
KCTD10;TNFAIP1;KCTD13,0.85976451,0.017722436
ANKRD49,1.007693145,0.994843631
CCDC53,1.056659065,0.141711515
WNK1,0.973642276,0.194137377
FAM76B,1.179321651,0.012574444
ITFG1,1.031781673,0.805338015
ATE1,0.925355041,0.709770857
NDUFS7,1.053161065,0.446265267
ACTN4,1.021826276,0.552856033
DAD1,0.888038683,0.226660179
COPS7A,0.961452406,0.291885522
SDHAF2,1.037722087,0.75549535
ATP6V0D1,0.962932387,0.617387104
LIG1,0.809415715,0.566760876
PXN,0.976363297,0.603668569
TPK1,0.97306736,0.594845384
TRIM59,1.059977052,0.419913148
CD163,1.224056071,0.002072427
PAAF1,1.021565304,0.842211042
ANAPC5,0.949918613,0.265472718
TUT1,0.979703933,0.34984598
GLTP,0.908593504,0.005062194
BAD,1.032104002,0.711986082
DMXL1,0.920234393,0.608894517
HMGA2,1.045649618,0.640112115
MTHFD1,1.055807118,0.115501023
PRKAB1,1.016043153,0.77238732
SEC23A,1.050558933,0.287404221
TSG101,0.960066597,0.029156373
FZD10,0.393789789,0.466926062
NAP1L1,1.141375097,0.057350605
MAP3K4,0.993936337,0.127197865
TUBA1C,1.047144201,0.515851847
GRSF1,1.041444631,0.22695963
BCKDHA,1.02212114,0.684582512
CPSF7,0.974431437,0.156428285
MYO1C,0.981542395,0.276104564
ATL3,1.030559799,0.594850206
MGST1,0.902777502,0.077708096
CDK17,1.104264932,0.141595931
PPWD1,0.944447939,0.125840241
XRCC1,1.000070882,0.700427424
ASH2L,0.930468489,0.093827004
MVK,0.782623482,0.032259749
DDX19A,1.739745519,0.260953079
ECHDC2,0.980570563,0.78729401
P2RX4,1.01147648,0.938694568
PDE12,1.006098034,0.648307566
GLOD4,1.003506318,0.984601802
CENPJ,0.840332486,0.000834889
RANBP1,0.918546579,0.349320315
CCDC59,0.970198981,0.137892709
LETMD1,1.023781632,0.744155552
TARBP2,0.941054239,0.43320688
CAD,0.959686154,0.048523486
HVCN1,0.912943103,0.201157207
ATG101,0.950729234,0.662884033
LIMA1,1.052666787,0.344587013
METTL7A,1.006585474,0.99025825
METAP2,1.112925928,0.26818081
MAPKAPK5,0.88153527,0.000809988
NFYB,0.976156806,0.66861366
BAZ2A,1.033236357,0.267463273
CNOT2,1.01770188,0.847992825
POC1B-GALNT4;GALNT4,1.053829162,0.078405255
DAZAP2,1.163939709,0.291950744
SLC38A2,1.142627193,0.114901907
CD63,1.312896287,0.001033175
COPZ1,1.109572308,0.071144082
SLC25A3,0.986612526,0.875527496
AGAP2,1.05750243,0.262211534
PACS2,0.95652469,0.476127806
SPRYD3,0.869299243,0.86786369
HLX,1.090620301,0.198003932
SCAF11,0.932618324,0.23105363
VPS29,1.02441262,0.715755352
PPP1CC,1.005664912,0.98791295
ARL1,1.008220847,0.999390877
PRKAG1,0.903400658,0.029455497
CDK4,0.987423636,0.752630012
PPP1R12A,1.00824774,0.996295636
PCBP2,0.976889577,0.276429424
C17orf49;BAP18;RNASEK-C17orf49,1.035193565,0.401865937
NUBPL,0.968893316,0.612360871
ATXN2,0.980300129,0.560219814
ATP5B,1.080663044,0.541129006
AK2,1.068816533,0.296286999
FMNL3,0.968644523,0.453903694
MYL6,1.006658815,0.981772415
RFX5,1.074301361,0.195370883
DKFZp779C2259;FEZ2,0.896736636,0.858952094
ZDHHC3,1.023167319,0.723077124
BAP1,0.924444335,0.045574155
RPL32,1.04348793,0.608101475
GOLIM4,0.995983679,0.791838752
RPL10,0.954676904,0.064240707
FAM162A,0.991934002,0.702116313
TIA1,1.067309366,0.094957766
RTN4,0.915561422,0.297871643
MVB12B,1.091401967,0.082805312
IGF2BP2,0.983687206,0.724566539
PIK3CD,0.98432689,0.367130803
CCDC93,0.969964787,0.654272653
CLASP1,1.035921186,0.4231101
MTMR1,0.94044952,0.157917005
DDX31,1.033322567,0.647254214
NDRG3,1.015527789,0.848424876
COMMD2,1.035606742,0.576883721
VAMP2;VAMP3,1.057388738,0.12171779
ARL6IP4,1.000966488,0.901623285
SZRD1,1.162658339,0.513339885
IPO11,0.926742994,0.05453501
EIF4A2,0.969125639,0.771936918
DGCR14,0.957497602,0.778398753
ARL5A,0.980839731,0.284310725
ANKMY2,0.953192657,0.278814052
NDUFV1,1.050848648,0.111145163
FTH1,0.907413383,0.084422002
GSDMD,1.113706103,0.191612809
API5,0.991904524,0.791664573
HBA2;HBA1,0.820111928,0.015900428
LOH12CR1,0.99108131,0.503553043
FCF1,1.016341724,0.921622193
RBM7,0.995345276,0.787009109
GTSF1,0.98178999,0.258628636
ZFP36L1,0.983853221,0.431275356
MPP5,1.169062546,0.036964968
ACYP1,0.985581507,0.211747897
ATP5J2-PTCD1,0.951765287,0.286947992
MYO5A,0.973718033,0.473193701
KLC1,1.024341858,0.771422812
VIPAS39,0.95066118,0.484586573
GNPNAT1,1.000128217,0.745131932
HAUS4,0.931916233,0.167330934
DDX24,0.96815491,0.547893476
SYNE3,1.034122443,0.750704888
ITPK1,1.115172186,0.065868805
MIA2,1.014760634,0.882746362
CCNK,0.974763731,0.247280284
TMEM55B,1.056275479,0.17657001
CDK2,0.879732432,0.075877624
RBM39,1.071246694,0.334724895
PAPOLA,0.995586522,0.65395389
USP11,1.123754431,0.013363788
SP110,2.088676734,0.007012518
NFKBIB,0.972196011,0.807099143
ELAC2,0.951552734,0.125271775
TTC7A,0.931025946,0.18307237
ARFGAP2,1.028535374,0.593726893
HPS3,1.060221322,0.366270643
CHPF2,0.930880566,0.043192594
ARAP3,0.899261775,0.178262935
CLPTM1L,1.039124655,0.254358934
PI4K2B,1.01411794,0.803544037
MRPS27,1.04898649,0.331109308
SDCBP,0.867515962,0.037321038
CELF1,1.037190393,0.683310766
PTPRS,0.946333159,0.286392537
MYL6,1.111266794,0.455014414
HNRNPH1,0.986198368,0.660269647
USE1,0.99895521,0.690520247
KIAA0430,0.907049353,0.247211035
TH1L;NELFCD,0.979017031,0.25953859
TRMT61A,1.065319672,0.237680147
DPM1,0.974661537,0.556897402
HCK,1.015726975,0.860346691
UBR3,1.202933814,0.233679277
PHF8,1.008098002,0.980275
EIF4G2,1.087307459,0.303923752
CHI3L1,1.074871783,0.310751513
IPO5,1.021989145,0.778331798
IL10RB,1.051889073,0.549418648
ERI3,0.92094108,0.255803998
TJAP1,1.105212945,0.299062049
SIK3;LOC102724428;SIK1;SIK2,0.908668171,0.05186183
TOR1AIP1,0.890744404,0.072981412
SP100,1.206904907,0.014346472
RPL36A;RPL36A-HNRNPH2,0.885752594,0.139958241
LACE1,0.977515254,0.758876409
UBAP2L,0.988620983,0.805427454
ERGIC3,0.983302109,0.04998611
ARFGAP3,1.308114284,0.012655355
KIAA0226;KIAA0226L,0.963953116,0.737475627
GOLGA4,0.872071135,0.512833837
FBXL18,0.999085271,0.977343759
TNRC6B,1.014021171,0.887964532
CCDC132,1.1271181,0.362299522
TMEM222,0.888100451,0.02153109
PPP2R5D,0.919870434,0.743019789
TBC1D1,1.031435095,0.498595678
DNPH1,1.055894357,0.113518574
